tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. Brasil, 4210","Rua Brasil, 4210",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4198","Rua Brasil, 4198",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4633","Rua Brasil, 4633",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4631","Rua Brasil, 4631",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4625","Rua Brasil, 4625",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4616","Rua Brasil, 4616",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4610","Rua Brasil, 4610",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4673","Rua Brasil, 4673",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4665","Rua Brasil, 4665",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4664","Rua Brasil, 4664",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4660","Rua Brasil, 4660",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4659","Rua Brasil, 4659",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4657","Rua Brasil, 4657",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4651","Rua Brasil, 4651",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4650","Rua Brasil, 4650",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4646","Rua Brasil, 4646",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4644","Rua Brasil, 4644",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4640","Rua Brasil, 4640",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4639","Rua Brasil, 4639",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4637","Rua Brasil, 4637",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4635","Rua Brasil, 4635",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4247","Rua Brasil, 4247",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4243","Rua Brasil, 4243",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4716","Rua Brasil, 4716",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4715","Rua Brasil, 4715",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4710","Rua Brasil, 4710",1,abreviação expandida
endereco,logradouro,"R. Brasil, 471","Rua Brasil, 471",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4707","Rua Brasil, 4707",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4706","Rua Brasil, 4706",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4704","Rua Brasil, 4704",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4699","Rua Brasil, 4699",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4694","Rua Brasil, 4694",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4691","Rua Brasil, 4691",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4689","Rua Brasil, 4689",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4688","Rua Brasil, 4688",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4680","Rua Brasil, 4680",1,abreviação expandida
endereco,logradouro,"R. Brasil, 468","Rua Brasil, 468",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4679","Rua Brasil, 4679",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4675","Rua Brasil, 4675",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4768","Rua Brasil, 4768",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4761","Rua Brasil, 4761",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4760","Rua Brasil, 4760",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4759","Rua Brasil, 4759",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4758","Rua Brasil, 4758",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4755","Rua Brasil, 4755",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4752","Rua Brasil, 4752",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4749","Rua Brasil, 4749",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4747","Rua Brasil, 4747",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4735","Rua Brasil, 4735",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4733","Rua Brasil, 4733",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4729","Rua Brasil, 4729",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4726","Rua Brasil, 4726",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4725","Rua Brasil, 4725",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4723","Rua Brasil, 4723",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4720","Rua Brasil, 4720",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4189","Rua Brasil, 4189",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4186","Rua Brasil, 4186",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4181","Rua Brasil, 4181",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4178","Rua Brasil, 4178",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4175","Rua Brasil, 4175",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4173","Rua Brasil, 4173",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4166","Rua Brasil, 4166",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4161","Rua Brasil, 4161",1,abreviação expandida
endereco,logradouro,"R. Brasil, 416","Rua Brasil, 416",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4158","Rua Brasil, 4158",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4156","Rua Brasil, 4156",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4153","Rua Brasil, 4153",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4788","Rua Brasil, 4788",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4785","Rua Brasil, 4785",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4782","Rua Brasil, 4782",1,abreviação expandida
endereco,logradouro,"R. Brasil, 478","Rua Brasil, 478",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4837","Rua Brasil, 4837",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4834","Rua Brasil, 4834",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4832","Rua Brasil, 4832",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4820","Rua Brasil, 4820",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4815","Rua Brasil, 4815",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4814","Rua Brasil, 4814",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4812","Rua Brasil, 4812",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4810","Rua Brasil, 4810",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4809","Rua Brasil, 4809",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4806","Rua Brasil, 4806",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4799","Rua Brasil, 4799",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4798","Rua Brasil, 4798",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4796","Rua Brasil, 4796",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4795","Rua Brasil, 4795",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4191","Rua Brasil, 4191",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4190","Rua Brasil, 4190",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4920","Rua Brasil, 4920",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4912","Rua Brasil, 4912",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4904","Rua Brasil, 4904",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4903","Rua Brasil, 4903",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4889","Rua Brasil, 4889",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4883","Rua Brasil, 4883",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4875","Rua Brasil, 4875",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4872","Rua Brasil, 4872",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4856","Rua Brasil, 4856",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4853","Rua Brasil, 4853",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4852","Rua Brasil, 4852",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4850","Rua Brasil, 4850",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4849","Rua Brasil, 4849",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4844","Rua Brasil, 4844",1,abreviação expandida
endereco,logradouro,"R. Brasil, 484","Rua Brasil, 484",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4839","Rua Brasil, 4839",1,abreviação expandida
endereco,logradouro,"R. Brasil, 415","Rua Brasil, 415",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4145","Rua Brasil, 4145",1,abreviação expandida
endereco,logradouro,"R. Brasil, 414","Rua Brasil, 414",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4139","Rua Brasil, 4139",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4136","Rua Brasil, 4136",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4132","Rua Brasil, 4132",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4131","Rua Brasil, 4131",1,abreviação expandida
endereco,logradouro,"R. Brasil, 413","Rua Brasil, 413",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4126","Rua Brasil, 4126",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4124","Rua Brasil, 4124",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4121","Rua Brasil, 4121",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4120","Rua Brasil, 4120",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4946","Rua Brasil, 4946",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4928","Rua Brasil, 4928",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4927","Rua Brasil, 4927",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4921","Rua Brasil, 4921",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4997","Rua Brasil, 4997",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4995","Rua Brasil, 4995",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4994","Rua Brasil, 4994",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4989","Rua Brasil, 4989",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4986","Rua Brasil, 4986",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4984","Rua Brasil, 4984",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4977","Rua Brasil, 4977",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4976","Rua Brasil, 4976",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4974","Rua Brasil, 4974",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4971","Rua Brasil, 4971",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4966","Rua Brasil, 4966",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4964","Rua Brasil, 4964",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4963","Rua Brasil, 4963",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4960","Rua Brasil, 4960",1,abreviação expandida
endereco,logradouro,"R. Brasil, 495","Rua Brasil, 495",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4150","Rua Brasil, 4150",1,abreviação expandida
endereco,logradouro,"R. Brasil, 549","Rua Brasil, 549",1,abreviação expandida
endereco,logradouro,"R. Brasil, 548","Rua Brasil, 548",1,abreviação expandida
endereco,logradouro,"R. Brasil, 544","Rua Brasil, 544",1,abreviação expandida
endereco,logradouro,"R. Brasil, 543","Rua Brasil, 543",1,abreviação expandida
endereco,logradouro,"R. Brasil, 540","Rua Brasil, 540",1,abreviação expandida
endereco,logradouro,"R. Brasil, 539","Rua Brasil, 539",1,abreviação expandida
endereco,logradouro,"R. Brasil, 536","Rua Brasil, 536",1,abreviação expandida
endereco,logradouro,"R. Brasil, 527","Rua Brasil, 527",1,abreviação expandida
endereco,logradouro,"R. Brasil, 523","Rua Brasil, 523",1,abreviação expandida
endereco,logradouro,"R. Brasil, 522","Rua Brasil, 522",1,abreviação expandida
endereco,logradouro,"R. Brasil, 518","Rua Brasil, 518",1,abreviação expandida
endereco,logradouro,"R. Brasil, 517","Rua Brasil, 517",1,abreviação expandida
endereco,logradouro,"R. Brasil, 509","Rua Brasil, 509",1,abreviação expandida
endereco,logradouro,"R. Brasil, 503","Rua Brasil, 503",1,abreviação expandida
endereco,logradouro,"R. Brasil, 502","Rua Brasil, 502",1,abreviação expandida
endereco,logradouro,"R. Brasil, 50","Rua Brasil, 50",1,abreviação expandida
endereco,logradouro,"R. Brasil, 601","Rua Brasil, 601",1,abreviação expandida
endereco,logradouro,"R. Brasil, 597","Rua Brasil, 597",1,abreviação expandida
endereco,logradouro,"R. Brasil, 596","Rua Brasil, 596",1,abreviação expandida
endereco,logradouro,"R. Brasil, 593","Rua Brasil, 593",1,abreviação expandida
endereco,logradouro,"R. Brasil, 586","Rua Brasil, 586",1,abreviação expandida
endereco,logradouro,"R. Brasil, 582","Rua Brasil, 582",1,abreviação expandida
endereco,logradouro,"R. Brasil, 578","Rua Brasil, 578",1,abreviação expandida
endereco,logradouro,"R. Brasil, 570","Rua Brasil, 570",1,abreviação expandida
endereco,logradouro,"R. Brasil, 57","Rua Brasil, 57",1,abreviação expandida
endereco,logradouro,"R. Brasil, 569","Rua Brasil, 569",1,abreviação expandida
endereco,logradouro,"R. Brasil, 565","Rua Brasil, 565",1,abreviação expandida
endereco,logradouro,"R. Brasil, 562","Rua Brasil, 562",1,abreviação expandida
endereco,logradouro,"R. Brasil, 561","Rua Brasil, 561",1,abreviação expandida
endereco,logradouro,"R. Brasil, 56","Rua Brasil, 56",1,abreviação expandida
endereco,logradouro,"R. Brasil, 557","Rua Brasil, 557",1,abreviação expandida
endereco,logradouro,"R. Brasil, 556","Rua Brasil, 556",1,abreviação expandida
endereco,logradouro,"R. Brasil, 654","Rua Brasil, 654",1,abreviação expandida
endereco,logradouro,"R. Brasil, 652","Rua Brasil, 652",1,abreviação expandida
endereco,logradouro,"R. Brasil, 644","Rua Brasil, 644",1,abreviação expandida
endereco,logradouro,"R. Brasil, 64","Rua Brasil, 64",1,abreviação expandida
endereco,logradouro,"R. Brasil, 639","Rua Brasil, 639",1,abreviação expandida
endereco,logradouro,"R. Brasil, 638","Rua Brasil, 638",1,abreviação expandida
endereco,logradouro,"R. Brasil, 632","Rua Brasil, 632",1,abreviação expandida
endereco,logradouro,"R. Brasil, 631","Rua Brasil, 631",1,abreviação expandida
endereco,logradouro,"R. Brasil, 630","Rua Brasil, 630",1,abreviação expandida
endereco,logradouro,"R. Brasil, 621","Rua Brasil, 621",1,abreviação expandida
endereco,logradouro,"R. Brasil, 619","Rua Brasil, 619",1,abreviação expandida
endereco,logradouro,"R. Brasil, 612","Rua Brasil, 612",1,abreviação expandida
endereco,logradouro,"R. Brasil, 611","Rua Brasil, 611",1,abreviação expandida
endereco,logradouro,"R. Brasil, 610","Rua Brasil, 610",1,abreviação expandida
endereco,logradouro,"R. Brasil, 609","Rua Brasil, 609",1,abreviação expandida
endereco,logradouro,"R. Brasil, 602","Rua Brasil, 602",1,abreviação expandida
endereco,logradouro,"R. Brasil, 723","Rua Brasil, 723",1,abreviação expandida
endereco,logradouro,"R. Brasil, 718","Rua Brasil, 718",1,abreviação expandida
endereco,logradouro,"R. Brasil, 717","Rua Brasil, 717",1,abreviação expandida
endereco,logradouro,"R. Brasil, 715","Rua Brasil, 715",1,abreviação expandida
endereco,logradouro,"R. Brasil, 709","Rua Brasil, 709",1,abreviação expandida
endereco,logradouro,"R. Brasil, 706","Rua Brasil, 706",1,abreviação expandida
endereco,logradouro,"R. Brasil, 704","Rua Brasil, 704",1,abreviação expandida
endereco,logradouro,"R. Brasil, 694","Rua Brasil, 694",1,abreviação expandida
endereco,logradouro,"R. Brasil, 686","Rua Brasil, 686",1,abreviação expandida
endereco,logradouro,"R. Brasil, 681","Rua Brasil, 681",1,abreviação expandida
endereco,logradouro,"R. Brasil, 68","Rua Brasil, 68",1,abreviação expandida
endereco,logradouro,"R. Brasil, 679","Rua Brasil, 679",1,abreviação expandida
endereco,logradouro,"R. Brasil, 673","Rua Brasil, 673",1,abreviação expandida
endereco,logradouro,"R. Brasil, 67","Rua Brasil, 67",1,abreviação expandida
endereco,logradouro,"R. Brasil, 665","Rua Brasil, 665",1,abreviação expandida
endereco,logradouro,"R. Brasil, 661","Rua Brasil, 661",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4116","Rua Brasil, 4116",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4109","Rua Brasil, 4109",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4108","Rua Brasil, 4108",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4105","Rua Brasil, 4105",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4100","Rua Brasil, 4100",1,abreviação expandida
endereco,logradouro,"R. Brasil, 41","Rua Brasil, 41",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4099","Rua Brasil, 4099",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4095","Rua Brasil, 4095",1,abreviação expandida
endereco,logradouro,"R. Brasil, 409","Rua Brasil, 409",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4088","Rua Brasil, 4088",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4085","Rua Brasil, 4085",1,abreviação expandida
endereco,logradouro,"R. Brasil, 4081","Rua Brasil, 4081",1,abreviação expandida
endereco,logradouro,"R. Brasil, 731","Rua Brasil, 731",1,abreviação expandida
endereco,logradouro,"R. Brasil, 729","Rua Brasil, 729",1,abreviação expandida
endereco,logradouro,"R. Brasil, 727","Rua Brasil, 727",1,abreviação expandida
endereco,logradouro,"R. Brasil, 724","Rua Brasil, 724",1,abreviação expandida
endereco,logradouro,"R. Brasil, 794","Rua Brasil, 794",1,abreviação expandida
endereco,logradouro,"R. Brasil, 791","Rua Brasil, 791",1,abreviação expandida
endereco,logradouro,"R. Brasil, 789","Rua Brasil, 789",1,abreviação expandida
endereco,logradouro,"R. Brasil, 787","Rua Brasil, 787",1,abreviação expandida
endereco,logradouro,"R. Brasil, 786","Rua Brasil, 786",1,abreviação expandida
endereco,logradouro,"R. Brasil, 785","Rua Brasil, 785",1,abreviação expandida
endereco,logradouro,"R. Brasil, 782","Rua Brasil, 782",1,abreviação expandida
endereco,logradouro,"R. Brasil, 772","Rua Brasil, 772",1,abreviação expandida
endereco,logradouro,"R. Brasil, 759","Rua Brasil, 759",1,abreviação expandida
endereco,logradouro,"R. Brasil, 754","Rua Brasil, 754",1,abreviação expandida
endereco,logradouro,"R. Brasil, 742","Rua Brasil, 742",1,abreviação expandida
endereco,logradouro,"R. Brasil, 741","Rua Brasil, 741",1,abreviação expandida
endereco,logradouro,"R. Brasil, 739","Rua Brasil, 739",1,abreviação expandida
endereco,logradouro,"R. Brasil, 738","Rua Brasil, 738",1,abreviação expandida
endereco,logradouro,"R. Brasil, 735","Rua Brasil, 735",1,abreviação expandida
